Count	Full_date	Port	Ship
9	02/20/1918	Antilla, Cuba	Munamar
1	02/20/1918	Rio de Janeiro	Graecia
1	02/20/1918	Cape Town, South Africa	Ivernia
1	02/20/1918	Valencia, Spain	Modero
1	02/20/1918	Mound ia, Spain	Modero
1	02/20/1918	England	Polglass Castle
39	02/21/1918	Tuxpam, Mexico	Wellington
36	02/21/1918	Plymouth, England	Copenhagen
31	02/21/1918	Palamos via Gibraltar	Mar Tirreno
21	02/21/1918	Buenos Aires	Graafaxe
1	02/21/1918	Havre	Copenhagen
31	02/22/1918	Bristol, England	Exeter City
28	02/22/1918	Rio de Janeiro	Cardinia
23	02/22/1918	Cristobal, Canal Zone	Turrialba
22	02/22/1918	Funchal, Maderia Islands	Torgerd
14	02/22/1918	Puerto Colombia, Colombia	Turrialba
12	02/22/1918	Port of Spain, Trinidad	Maraval
5	02/22/1918	Kingston, Jamaica	Turrialba
1	02/22/1918	Nantes, France	Kentuckian
1	02/22/1918	Cartagena, Colombia	Turrialba
1	02/22/1918	Santa Marta, Colombia	Turrialba
1	02/22/1918	Trinidad, British West Indies	Maraval
335	02/23/1918	Genoa	Dante Alighieri
261	02/23/1918	Genova	Dante Alighieri
89	02/23/1918	Rotterdam, Holland	Gothland
62	02/23/1918	United States	Valacia
51	02/23/1918	West Indies	Korona
34	02/23/1918	Nuevitas, Cuba	Paloma
25	02/23/1918	Belize, British Honduras	Skanderborg
24	02/23/1918	Caibarien, Cuba	Sonja
21	02/23/1918	Vera Cruz, Mexico	Monterey
14	02/23/1918	Havana	Monterey
14	02/23/1918	St. John's, Newfoundland	Meta
13	02/23/1918	Progreso, Yucatan, Mexico	Monterey
4	02/23/1918	St. Thomas, Virgin Islands	Korona
3	02/23/1918	Tampico, Mexico	Baton Rouge
3	02/23/1918	Rio de Janeiro	Cardinia
3	02/23/1918	Tampico, Mexico	Monterey
2	02/23/1918	Cristobal, Canal Zone	General George W. Goethals
2	02/23/1918	Barbados, British West Indies	Korona
1	02/23/1918	Demerara, British West Indies	Korona
1	02/23/1918	St. Lucia	Korona
1	02/23/1918	Cardenas, Cuba	Yuri Maru
45	02/24/1918	Southampton	Saint Fillans
29	02/24/1918	San Juan, Puerto Rico	Texel
26	02/24/1918	Matanzas, Cuba	Kronstad
17	02/24/1918	Barry Docks, Wales	Tranquebar
11	02/24/1918	Boston	Prompt
1	02/24/1918	Halifax	Icolite
1	02/24/1918	Cardiff, Wales	Olivant
307	02/25/1918	Bordeaux	Niagara
163	02/25/1918	Southampton	Vestris
80	02/25/1918	Liverpool	Dominion
72	02/25/1918	San Juan, Puerto Rico	Coamo
46	02/25/1918	Brest, France	Burmese Prince
44	02/25/1918	Cristobal, Canal Zone	Advance
35	02/25/1918	Saint Nazaire, France	Vaarli
24	02/25/1918	Halifax	Iocolite
18	02/25/1918	Rio de Janeiro	Som
1	02/25/1918	Barcelona	Hoogezund
1	02/25/1918	Hamburg	Nordstjernen
205	02/26/1918	Liverpool	Belgic
73	02/26/1918	Hull, England	City of Hankow
59	02/26/1918	Santos and Rio de Janeiro	Saga
44	02/26/1918	Hull, England	Francisco
33	02/26/1918	Limerick, Ireland	Eupion
32	02/26/1918	Dublin, Ireland	Oakfield
19	02/26/1918	Port Limon, Costa Rica	Santa Marta
15	02/26/1918	St. Thomas, Virgin Islands	Saga
11	02/26/1918	Barbados, British West Indies	Saga
7	02/26/1918	Rio de Janeiro	Saga
7	02/26/1918	Santos, Brazil	Saga
6	02/26/1918	Rio de Janeiro, Brazil	Saga
2	02/26/1918	Havana	Santa Marta
2	02/26/1918	Havana, Cuba	Santa Marta
1	02/26/1918	Limerick	Eupion
318	02/27/1918	Liverpool	Cedric
310	02/27/1918	Liverpool	Celtic
52	02/27/1918	London, England	Port Phillip
48	02/27/1918	Brest, France via Plymouth, England	Portuguese Prince
47	02/27/1918	Havana	Morro Castle
18	02/27/1918	Nuevitas, Cuba	Henry Tegner
1	02/27/1918	Havana	Mexico
42	02/28/1918	Liverpool	Polish Monarch
40	02/28/1918	Santos, Brazil	Rio de La Plata
38	02/28/1918	Cardiff	Eastgate
27	02/28/1918	Rotterdam, Holland	Gasconier
25	02/28/1918	Matanzas, Cuba	Harald
24	02/28/1918	Caleta Coloso via Panama	Commodore Rollins
21	02/28/1918	Guantanamo	Jacob Kjellerup
21	02/28/1918	Cartagena, Colombia	Wilhelm Colding
11	02/28/1918	Havana, Cuba	Berwind
10	02/28/1918	Puerto Plata, Dominican Republic	Iroquois
3	02/28/1918	Sanchez, Dominican Republic	Iroquois
3	02/28/1918	Gibraltar	Maryanne
2	02/28/1918	New York	Iroquois
2	02/28/1918	Santo Domingo	Iroquois
1	02/28/1918	Macoris, Dominican Republic	Iroquois
1	02/28/1918	Genoa	Maryanne
370	03/01/1918	Liverpool	Philadelphia
31	03/01/1918	Matanzas, Cuba	Munorway
29	03/01/1918	San Juan, Puerto Rico	Philadelphia (1885)
25	03/01/1918	Para via Barbados	Charkow
10	03/01/1918	Buenos Aires	Esther Adelaide
7	03/01/1918	La Guaira, Venezuela	Philadelphia (1885)
6	03/01/1918	Curacao, DWI	Philadelphia (1885)
6	03/01/1918	Puerto Cabello, Venezuela	Philadelphia (1885)
1	03/01/1918	Tansberg, Norway	Orovel
83	03/02/1918	Hamilton, Bermuda	Cascapedia
39	03/02/1918	Plymouth, England	Visigoth
25	03/02/1918	Cristobal, Canal Zone	Allianca
23	03/02/1918	Tucacas, Venezuela	Stavangeren
23	03/02/1918	Swansea, Wales	Stortind
20	03/02/1918	Antofagasta & Maseilliones, Chile	Rosenborg
19	03/02/1918	Lisbon	Rollo
11	03/02/1918	Cristobal, Canal Zone	Saramacca
8	03/02/1918	Kingston	Saramacca
7	03/02/1918	Puerto Colombia, Colombia	Saramacca
2	03/02/1918	Santa Marta, Colombia	Saramacca
1	03/02/1918	Tampico, Mexico	Radiant
329	03/03/1918	Bordeaux	Chicago
127	03/03/1918	Genoa	Taormina
117	03/03/1918	Genoa	Duca d'Aosta
99	03/03/1918	Glasgow	Scindia
65	03/03/1918	Shanghai via San Francisco	Matoppo
57	03/03/1918	Port Au Prince	Prins Willem I
30	03/03/1918	Genova	Duca d'Aosta
28	03/03/1918	Buenos Aires	L.P. Holmblad
12	03/03/1918	Georgetown, Demerara, British Guiana	Guiana
10	03/03/1918	Barbados, British West Indies	Guiana
8	03/03/1918	Antigua, British West Indies	Guiana
5	03/03/1918	St. Kitts, B.W.I.	Guiana
2	03/03/1918	St. Thomas, Virgin Islands	Guiana
1	03/03/1918	Rio de Janeiro	Avare
1	03/03/1918	Martinique, French West Indies	Guiana
1	03/03/1918	St. Lucia, B.W.I.	Guiana
286	03/04/1918	Glasgow	Carpathia
63	03/04/1918	San Juan, Puerto Rico	Brazos
38	03/04/1918	Havana, Cuba	Sixaola
24	03/04/1918	Buenos Aires	Ribe
23	03/04/1918	Caibarien	Berit
23	03/04/1918	Philadelphia, Pennsylvania	Vesta
4	03/04/1918	Puerto Barrios, Guatemala	Suriname
1	03/04/1918	Bordeaux	Chicago
1	03/04/1918	Bordeaux, France	Lenape
1	03/04/1918	Port Limon	Sixaola
400	03/05/1918	Liverpool	New York
81	03/05/1918	United States	Ningchow
54	03/05/1918	Paramaribo	Prins der Nederlanden
19	03/05/1918	Caribarrien, Cuba	Lilleborg
144	03/06/1918	Havana	Mexico
91	03/06/1918	United States	City of Winchester
44	03/06/1918	La Pallice, France	Northern
30	03/06/1918	Mejillones, Chile	Hammershus
28	03/06/1918	Buenos Aires, Montivedeo via St Lucia	Bjornefjord
26	03/06/1918	Halifax	Iocolite
26	03/06/1918	Antilla, Cuba	Munamar
20	03/06/1918	Valparaiso, Chile	Hugo
3	03/06/1918	Buenos Aires	Bjornefjord
1	03/06/1918	Melbourne, Australia	Bampa
427	03/07/1918	Copenhagen	Hellig Olav
423	03/07/1918	Liverpool	Adriatic
287	03/07/1918	Christiania	Hellig Olav
124	03/07/1918	United States	Palermo
101	03/07/1918	Gibraltar	Italia
77	03/07/1918	United States	Port Elliot
58	03/07/1918	St John, New Brunswick	Dongarra
41	03/07/1918	Calcutta, India	Hellenic
32	03/07/1918	Cristobal, Canal Zone	Panama
25	03/07/1918	Naples	Italia
21	03/07/1918	Cienfuegos, Cuba	Imperator (1905)
13	03/07/1918	Kristiania, Norway	Hellig Olav
10	03/07/1918	St. Marc, Haiti	Panama
1	03/07/1918	Durban, South Africa	Hellenic
62	03/08/1918	Liverpool	Aidan
43	03/08/1918	Plymouth	Wisley
43	03/08/1918	Gibraltar	Lutetian
30	03/08/1918	Kingston	Zacapa
27	03/08/1918	La Pallice, France	Bergsdalen
27	03/08/1918	Cristobal, Canal Zone	Zacapa
23	03/08/1918	Bordeaux	Lady of Gaspe
23	03/08/1918	Buenos Aires	Veratyr
22	03/08/1918	Oporto, Portugal	Elisabeth Maersk
21	03/08/1918	Cienfuegos, Cuba	Gansfjord
15	03/08/1918	Curacao, DWI	Zulia
12	03/08/1918	Mayaguez, Puerto Rico	Zulia
11	03/08/1918	Puerto Colombia, Colombia	Zacapa
3	03/08/1918	Cartagena, Colombia	Zacapa
3	03/08/1918	Santa Marta Rde C.	Zacapa
1	03/08/1918	Santa Marta, Colombia	Zacapa
1	03/08/1918	Maracaibo, Venezuela	Zulia
376	03/09/1918	Liverpool	Orduna
61	03/09/1918	blank	City of Durham
53	03/09/1918	Liverpool	Cottesmore
32	03/09/1918	Rotterdam, Holland	Eole
22	03/09/1918	San Juan, Puerto Rico	Hermes
22	03/09/1918	Santos via Pemambrico & Barbados	Wien
21	03/09/1918	Puerto Colombia, Colombia	Juan
18	03/09/1918	Bordeaux, France	La Touraine
1	03/09/1918	San Juan, Puerto Rico	Paraiso
141	03/10/1918	Havana	Manuel Calvo
72	03/10/1918	Leghorn, Italy	Sardegna
54	03/10/1918	Liverpool	Cuthbert
45	03/10/1918	Plymouth	Norman Monarch
36	03/10/1918	Queenstown	Suram
30	03/10/1918	British West Indies	Matura
27	03/10/1918	Grenada, British West Indies	Matura
26	03/10/1918	Cardiff	Rene
14	03/10/1918	Port of Spain, Trinidad	Matura
7	03/10/1918	Havana and Vera Cruz	Manuel Calvo
1	03/10/1918	United States	Winamac
1	03/10/1918	Demerara, British West Indies	Matura
1	03/10/1918	Georgetown, Demerara	Matura
90	03/11/1918	San Juan, Puerto Rico	Carolina
63	03/11/1918	Cristobal, Canal Zone	Colon
44	03/11/1918	Port Talbot, Wales	Abercorn
43	03/11/1918	Marseilles, France	Fenchurch
41	03/11/1918	Havana, Cuba	Almirante
30	03/11/1918	San Juan, Puerto Rico	Malang
27	03/11/1918	Matanzas, Cuba	Tordenskjold
22	03/11/1918	Caibarien, Cuba	Ottar
17	03/11/1918	Guantanamo	Rimfaxe
12	03/11/1918	New York	Malang
8	03/11/1918	Port Greville, Nova Scotia	Alfred Ock Hedley
3	03/11/1918	Port Limon via Havana, Cuba	Almirante
72	03/12/1918	Plymouth, England	Limeleaf
42	03/12/1918	Nuevitas, Cuba	Olinda
18	03/12/1918	Puerto Caballo and Curacao	Mimer
14	03/12/1918	Montevideo, Uraguay	Abyssinia
6	03/12/1918	Genoa	Hawaiian
1	03/12/1918	Genoa, Italy	Hawaiian
82	03/13/1918	Havana	Morro Castle
36	03/13/1918	Swansea, England	Nigaristan
36	03/13/1918	Wellington, New Zealand	Ruahine
33	03/13/1918	Kingston, Jamaica	Manchioneal
2	03/13/1918	Gibraltar	Keresaspa
1	03/13/1918	Cardiff, Wales	Indiana
1	03/13/1918	Havre	Indiana
123	03/14/1918	Genoa, Italy	Verona
88	03/14/1918	Rotterdam, Holland	Samland
49	03/14/1918	Bordeaux	Anglo Saxon
35	03/14/1918	Rotterdam, Holland	Leopold II
31	03/14/1918	San Juan, Puerto Rico	Caracas
30	03/14/1918	Venezuela	Caracas
27	03/14/1918	Genoa, Italy	Vigo
26	03/14/1918	Caibarien, Cuba	San Jose
26	03/14/1918	Manzanillo, Cuba	Vinland
19	03/14/1918	Venezuela and Curacao	Caracas
10	03/14/1918	La Guaira, Venezuela	Caracas
9	03/14/1918	Curacao, DWI	Caracas
5	03/14/1918	Gibraltar	Verona
3	03/14/1918	Puerto Cabello, Venezuela	Caracas
37	03/15/1918	La Pallice, France	Thorvald Halvorsen
31	03/15/1918	Cristobal, Canal Zone	Carrillo
31	03/15/1918	San Juan, Puerto Rico	Hercules
29	03/15/1918	Rotterdam, Holland	Ubier
27	03/15/1918	La Felice	Gustav Vigeland
25	03/15/1918	Kingston, Jamaica	Carrillo
20	03/15/1918	Iquique, Chile	N.F. Hoffding
19	03/15/1918	Macoris, Santo Domingo	Grove
16	03/15/1918	Puerto Plata, Dominican Republic	Algonquin
14	03/15/1918	Cartagena, Colombia	Paris
3	03/15/1918	St. Michael, Azores	Thorvald Halvorsen
2	03/15/1918	Santo Domingo	Algonquin
2	03/15/1918	Turks Island, British West Indies	Algonquin
2	03/15/1918	Cartagena, Colombia	Carrillo
2	03/15/1918	Sanchez, Dominican Republic	Algonquin
1	03/15/1918	Macoris, Dominican Republic	Algonquin
1	03/15/1918	Puerto Colombia, Colombia	Carrillo
366	03/16/1918	Liverpool	Saint Paul
31	03/16/1918	Nuevitas, Cuba	Larenberg
29	03/16/1918	San Juan, Puerto Rico	Wieringen
27	03/16/1918	Havana, Cuba	William Mitchell
10	03/16/1918	St. Marc, Haiti	General H.F. Hodges
4	03/16/1918	St. John, N. Z.	S.T. Co. Barge
1	03/16/1918	Saint Nazaire, France	Finland
57	03/17/1918	United States	Larne
44	03/17/1918	Barry Dock, Wales	Lydie
25	03/17/1918	Adelaide, Australia	Clackamas
20	03/17/1918	Banes, Cuba	I.D.S. Adolph
1	03/17/1918	NA	Fahrwohl
1	03/17/1918	Sagua La Grande, Cuba	Annetta
1	03/17/1918	Buenos Aires	Munrio
102	03/18/1918	San Juan, Puerto Rico	Coamo
29	03/18/1918	Melbourne, Australia	Archibald Russell
28	03/18/1918	Tampico, Mexico	Walter Hardcastle
24	03/18/1918	Sagua la Grande via Caibarien, Cuba	Absalon
24	03/18/1918	Havana, Cuba	Fahrwohl
24	03/18/1918	Progreso, Yucatan, Mexico	Jelling
24	03/18/1918	Buenos Aires	Stoveren
23	03/18/1918	Port Limon, Costa Rica	Santa Marta
23	03/18/1918	Havana via Nassau	Frednes
22	03/18/1918	Bordeaux, France	L.O. Stensland
13	03/18/1918	Havana	Santa Marta
1	03/18/1918	Buenos Aires	Munrio
638	03/19/1918	Liverpool	Baltic
149	03/19/1918	Liverpool	Kursk
82	03/19/1918	Fowey, England	Sanuki Maru
36	03/19/1918	Valparaiso, Chile	Santa Ana
30	03/19/1918	Santos, Brazil	Kentucky
26	03/19/1918	Port Mexico	Danebrog
24	03/19/1918	Callao, Peru	Santa Ana
22	03/19/1918	Port Padre, Cuba	Elizabeth
22	03/19/1918	Casilda, Trinidad and Cuba	Frederiksborg
16	03/19/1918	Liverpool	Mauretania
15	03/19/1918	Buenos Aires, Argentina	Spica
7	03/19/1918	Antofagasta, Chile	Santa Ana
6	03/19/1918	Buenos Aires	Spica
4	03/19/1918	Mollendo, Peru	Santa Ana
1	03/19/1918	Coquimbo	Santa Ana
1	03/19/1918	Iquique, Chile	Santa Ana
220	03/20/1918	Liverpool	Ceramic
159	03/20/1918	Havana	Mexico
36	03/20/1918	Puerta Arenas and Mejillenes	Wascana
30	03/20/1918	Plymouth, England	Petroleine
23	03/20/1918	Port Tanamo, Cuba	Belita
20	03/20/1918	Antilla, Cuba	Munamar
11	03/20/1918	Plymouth	Petroleine
4	03/20/1918	Punta Arenas, Chile	Wascana
1	03/20/1918	Mejillones, Chile	Wascana
1	03/20/1918	Havana, Cuba	Mexico
527	03/21/1918	Bordeaux	Espagne
258	03/21/1918	Buenos Aires	Vasari
163	03/21/1918	Catania	Kashmir
154	03/21/1918	Liverpool	Carmania
98	03/21/1918	Rio De Janeiro	Vasari
59	03/21/1918	Barbados, British West Indies	Vasari
30	03/21/1918	New York	Vasari
23	03/21/1918	Kingston, Jamaica	Turrialba
10	03/21/1918	Cartagena, Colombia	Turrialba
8	03/21/1918	Gibraltar	Kashmir
7	03/21/1918	Cristobal, Canal Zone	Turrialba
3	03/21/1918	Puerto Colombia, Colombia	Turrialba
2	03/21/1918	Cristobal, Canal Zone	Kilpatrick
2	03/21/1918	Genoa, Italy	Robert M. Thompson
333	03/22/1918	Liverpool	Carmania
137	03/22/1918	Hamilton, Bermuda	Charybdis
127	03/22/1918	United States	Mesaba
43	03/22/1918	Plymouth, Mass	Saint Hugo
29	03/22/1918	Cristobal, Canal Zone	Advance
24	03/22/1918	Buenos Aires	Audun
22	03/22/1918	Santos, Brazil	General Consul Pallisen
22	03/22/1918	Signa la Grande, Cuba	Lady Sybil
21	03/22/1918	Jucaro, Cuba	Harriet
7	03/22/1918	St. John, New Brunswick	L.A. Plummer
2	03/22/1918	Azores	Houston
285	03/23/1918	Liverpool	Saint Louis
39	03/23/1918	United States	Atreus
37	03/23/1918	London, England	Atreus
29	03/23/1918	Matanzas, Cuba	Dubhe
26	03/23/1918	Gibraltar	Russ
21	03/23/1918	Cienfuegos, Cuba	Gudrun
20	03/23/1918	Rosario, La Platte	Gezina
20	03/23/1918	Guantanamo	Sara
8	03/23/1918	Buenos Aires	William Melbourne
7	03/23/1918	Lunenburg, Nova Scotia	Integral
394	03/24/1918	Bordeaux	Rochambeau
111	03/24/1918	London via Plymouth	Manora
53	03/24/1918	Manchester, England	Tennyson
52	03/24/1918	Trinidad and Demerara	Mayaro
33	03/24/1918	Plymouth, England	Manora
28	03/24/1918	Havana	Stella
20	03/24/1918	Trinidad, British West Indies	Mayaro
16	03/24/1918	Port of Spain, Trinidad	Mayaro
9	03/24/1918	Liverpool	Olympic
7	03/24/1918	Grenada, British West Indies	Mayaro
2	03/24/1918	Lisbon, Portugal	Bramell Point
2	03/24/1918	Demerara, British West Indies	Mayaro
169	03/25/1918	Plymouth London	Khiva
112	03/25/1918	Liverpool	Cardiganshire
102	03/25/1918	San Juan, Puerto Rico	Brazos
56	03/25/1918	Georgetown, British Guiana	Parima
50	03/25/1918	Manchester, England	Romney
37	03/25/1918	Havana, Cuba	Sixaola
33	03/25/1918	Nuevitas, Cuba	Paloma
22	03/25/1918	Guadalupe, French West Indies	Parima
20	03/25/1918	Bragua, Cuba	Nils
17	03/25/1918	Buenos Aires	Majanka
12	03/25/1918	Barbados, British West Indies	Parima
8	03/25/1918	Bahia, Brazil	Hillcrest
8	03/25/1918	St. Kitts, B.W.I.	Parima
8	03/25/1918	St. John's, Newfoundland	Socony
7	03/25/1918	Hamilton, Bermuda	Agnes Pauline
7	03/25/1918	Martinique, French West Indies	Parima
6	03/25/1918	St. Croix, Virgin Islands	Parima
4	03/25/1918	Georgetown	Parima
4	03/25/1918	St. Thomas, Virgin Islands	Parima
4	03/25/1918	Liverpool	Minnesota
3	03/25/1918	Baracoa, Cuba	Nils
3	03/25/1918	Antigua, British West Indies	Parima
1	03/25/1918	St. Lucia	Parima
1	03/25/1918	Santos, Brazil	Santino
132	03/26/1918	Havana	Morro Castle
128	03/26/1918	United States	Australia
45	03/26/1918	Bordeaux	Saint Louis
40	03/26/1918	Genoa, Italy	Lampo
31	03/26/1918	Progreso, Yucatan, Mexico	Monterey
25	03/26/1918	Vera Cruz, Mexico	Monterey
18	03/26/1918	Havana	Monterey
18	03/26/1918	Nassau, Bahamas	Monterey
13	03/26/1918	Tampico, Mexico	Monterey
11	03/26/1918	Nassau N.P. Bahamas	Monterey
6	03/26/1918	Buenos Aires	Australia
5	03/26/1918	Yarmouth, Nova Scotia	Alcaea
353	03/27/1918	Glasgow	Lapland
254	03/27/1918	Liverpool	Saxonia
240	03/27/1918	New York	Tatsuno Maru
81	03/27/1918	London, England	Tatsuno Maru
41	03/27/1918	Bordeaux	Saint Stephen
41	03/27/1918	Liverpool	Luciline
31	03/27/1918	Bristol	Chicago City
30	03/27/1918	Bergen, Norway	Folkvard
29	03/27/1918	Cristobal, Canal Zone	Allianca
24	03/27/1918	Sama, Cuba	Nicholas Cuneo
20	03/27/1918	Guantanamo	Ulrik Holm
20	03/27/1918	Santa Lucia, Cuba	Bryssel
5	03/27/1918	Cristobal, Canal Zone	General George W. Goethals
3	03/27/1918	Bordeaux	Camaguey
1	03/27/1918	Cape Town, South Africa	Veenbergen
94	03/28/1918	Liverpool	Carmarthenshire
52	03/28/1918	Bordeaux	Anglo Mexican
41	03/28/1918	Para, Brazil	Tela
32	03/28/1918	San Juan, Puerto Rico	Philadelphia (1885)
29	03/28/1918	Melbourne, Australia	Bellands
26	03/28/1918	Mejillones, Chile	Salonica
20	03/28/1918	Bordeaux	Borinquen
19	03/28/1918	Gibraltar	Palm Branch
12	03/28/1918	La Guaira, Venezuela	Philadelphia (1885)
11	03/28/1918	Curacao, DWI	Philadelphia (1885)
6	03/28/1918	Weymouth, Nova Scotia	Isaiah K. Stetson
4	03/28/1918	Puerto Cabello, Venezuela	Philadelphia (1885)
2	03/28/1918	Santa Marta	Bellands
309	03/29/1918	Liverpool	Philadelphia
273	03/29/1918	Liverpool	Cretic
100	03/29/1918	Hull, England	Olympia
63	03/29/1918	Hull, England	British Empress
44	03/29/1918	Hull Via Plymouth, England	Galileo
43	03/29/1918	Rotterdam, Holland	Gouverneur de Lantsheere
41	03/29/1918	Plymouth	Saxoleine
37	03/29/1918	Nantes, France	Trecarne
24	03/29/1918	Buenos Aires	Svarvarnut
21	03/29/1918	Santa Lucia, Cuba	Harald
13	03/29/1918	Cristobal, Canal Zone	Saramacca
11	03/29/1918	Puerto Colombia, Colombia	Saramacca
11	03/29/1918	Kingston	Saramacca
9	03/29/1918	Santa Marta, Colombia	Saramacca
2	03/29/1918	Cacbasien, Cuba	Pinar Del Rio
1	03/29/1918	Buenos Aires	Consul Corfitzon
112	03/30/1918	United States	Carmarthenshire
69	03/30/1918	United States	Michigan
65	03/30/1918	Gibraltar	Calabria
40	03/30/1918	Saint Nazaire, France	Strathlorne
33	03/30/1918	Buenos Aires	Dania
29	03/30/1918	Marseilles	Huttonwood
29	03/30/1918	Rotterdam, Holland	Tunisie
25	03/30/1918	Buenos Aires	Consul Corfitzon
24	03/30/1918	Caibarien, Cuba	San Remo
24	03/30/1918	Halifax	Iocolite
20	03/30/1918	Manganillo, Cuba	Graafaxe
1	03/30/1918	Batavia	Zeeland
53	03/31/1918	London & Plymouth	Benlomond
41	03/31/1918	Bordeaux, France	Sildra
25	03/31/1918	Sydney, Port Stanley	Claverdon
24	03/31/1918	Manzanillo, Cuba	Olaf
20	03/31/1918	Jucaro, Cuba	Alfred Hage
500	04/01/1918	Genoa	Giuseppe Verdi
228	04/01/1918	San Juan, Puerto Rico	Carolina
150	04/01/1918	Belfast, Ireland	Minnekahda
139	04/01/1918	Genoa	America (1908)
75	04/01/1918	Gibraltar	Giuseppe Verdi
36	04/01/1918	Palermo	Yoroppa Maru
28	04/01/1918	New York	Almirante
22	04/01/1918	Santos, Brazil via Barbados	Gulfaxe
19	04/01/1918	Buenos Aires	Maletta
14	04/01/1918	Buenos Aires	Erling
9	04/01/1918	Rotterdam, Holland	Maumee
8	04/01/1918	Genova	Giuseppe Verdi
6	04/01/1918	Havana, Cuba	Almirante
6	04/01/1918	Port Limon via Havana, Cuba	Almirante
6	04/01/1918	Santiago de Cuba & others	Suriname
3	04/01/1918	Valparaiso, Chile	Republic
1	04/01/1918	Palermo, Italy	Yoroppa Maru
211	04/02/1918	Liverpool	Pannonia
112	04/02/1918	Havana	Mexico
63	04/02/1918	Marseilles	Meinam
54	04/02/1918	Secondee, West Africa	Cooee
42	04/02/1918	Cardiff	Pendragon Castle
31	04/02/1918	Liverpool	Wells City
28	04/02/1918	Buenos Aires	Belos
23	04/02/1918	Walvis Bay, South Africa	Pampa
22	04/02/1918	Gibraltar	Lillie
22	04/02/1918	Gagua, Cuba	Ottar
21	04/02/1918	Kingston via Faus & Cuban Ports	Gansfjord
18	04/02/1918	San Pedro de Macoris, Dominican Republic	Grove
2	04/02/1918	Tampico, Mexico	Harry Farnum
1	04/02/1918	Sekondi, Goldcoast Colony, Africa	Cooee
182	04/03/1918	United States	Irishman
72	04/03/1918	Cristobal, Canal Zone	Panama
47	04/03/1918	St. John's, Newfoundland	Prospero
43	04/03/1918	St. Marc, Haiti	Panama
40	04/03/1918	Antilla, Cuba	Munamar
37	04/03/1918	St. Michaels, Azores	Hotham Newton
35	04/03/1918	Bordeaux	Wallace
30	04/03/1918	Valencia, Spain	Mar Mediterraneo
28	04/03/1918	Preston, Cuba	Runa
24	04/03/1918	Havre, France	Frey
21	04/03/1918	Caibarien, Cuba	Skanderborg
6	04/03/1918	St. John, New Brunswick, Canada	Emily F. Northam
6	04/03/1918	Santo Domingo	Iroquois
5	04/03/1918	Puerto Plata, Dominican Republic	Iroquois
4	04/03/1918	Colon, Cristobal, St. Marc.	Panama
1	04/03/1918	Lisbon	Oconee
1	04/03/1918	San Pedro de Macoris, Dominican Republic	Iroquois
1	04/03/1918	Turks Island, British West Indies	Iroquois
88	04/04/1918	Lisbon	Goa
88	04/04/1918	Archangel, Russia	Irtysk
45	04/04/1918	Saint Nazaire, France	Mont Ventoux
38	04/04/1918	Archangel	Irtysk
34	04/04/1918	Cristobal, Canal Zone	Zacapa
28	04/04/1918	Kingston	Zacapa
22	04/04/1918	Halifax	Sarnolite
16	04/04/1918	Puerto Colombia, Colombia	Zacapa
9	04/04/1918	Genoa	Canopic
7	04/04/1918	Colombian Ports, Cristobal, C.Z., Kings.	Zacapa
4	04/04/1918	Cartagena, Colombia	Zacapa
2	04/04/1918	New York	Zacapa
1	04/04/1918	Santa Maria, Colombia	Zacapa
1	04/04/1918	Lisbon, Portugal	Goa
1	04/04/1918	Saint Nazaire, France	Goa
388	04/05/1918	Liverpool	New York
154	04/05/1918	Plymouth	Czar
142	04/05/1918	Hamilton, Bermuda	Charybdis
75	04/05/1918	Liverpool	Brodholme
44	04/05/1918	Liverpool	Lexington
36	04/05/1918	Bordeaux	Penmorvah
28	04/05/1918	Mayaguez, Puerto Rico	Zulia
27	04/05/1918	La Pallice, France	Augvald
21	04/05/1918	Cardenas, Cuba	Hermes
19	04/05/1918	Curacao, DWI	Zulia
10	04/05/1918	Maracaibo, Venezuela	Zulia
1	04/05/1918	St. John, New Brunswick	Harold B. Cousens
1	04/05/1918	Buenos Aires	Graciana
331	04/06/1918	Liverpool	Cedric
192	04/06/1918	Southampton	Vauban
160	04/06/1918	Glasgow	Karmala
66	04/06/1918	Grenada, British West Indies	Maraval
52	04/06/1918	Lisbon	Dondo
45	04/06/1918	Queenstown	Potomac
42	04/06/1918	Cardiff	Vancouver
34	04/06/1918	Reykjavik, Iceland	Island
31	04/06/1918	Kristiania, Norway	Hermion
